id,Слово,Перевод,Тип,Курс,Урок
548,good-looking,привлекательный,SIFATLAR,A2,FILE2
549,personality,характер,İSİMLER,A2,FILE2
550,friendly,дружелюбный,SIFATLAR,A2,FILE2
551,kind,добрый,SIFATLAR,A2,FILE2
552,funny,смешной,SIFATLAR,A2,FILE2
553,shy,застенчивый,SIFATLAR,A2,FILE2
554,quiet,тихий,SIFATLAR,A2,FILE2
555,talkative,разговорчивый,SIFATLAR,A2,FILE2
556,lazy,ленивый,SIFATLAR,A2,FILE2
557,hard-working,трудолюбивый,SIFATLAR,A2,FILE2
558,clever,умный,SIFATLAR,A2,FILE2
559,stupid,глупый,SIFATLAR,A2,FILE2
560,generous,щедрый,SIFATLAR,A2,FILE2
561,selfish,эгоистичный,SIFATLAR,A2,FILE2
562,honest,честный,SIFATLAR,A2,FILE2
563,polite,вежливый,SIFATLAR,A2,FILE2
564,rude,грубый,SIFATLAR,A2,FILE2
565,ambitious,амбициозный,SIFATLAR,A2,FILE2
566,confident,уверенный,SIFATLAR,A2,FILE2
567,nervous,нервный,SIFATLAR,A2,FILE2
568,calm,спокойный,SIFATLAR,A2,FILE2
569,age,возраст,İSİMLER,A2,FILE2
570,young,молодой,SIFATLAR,A2,FILE2
571,middle-aged,средних лет,SIFATLAR,A2,FILE2
572,house,дом,İSİMLER,A2,FILE3
573,flat,квартира,İSİMLER,A2,FILE3
574,apartment,квартира,İSİMLER,A2,FILE3
575,floor,"этаж, пол",İSİMLER,A2,FILE3
576,lift,лифт,İSİMLER,A2,FILE3
577,stairs,лестница,İSİMLER,A2,FILE3
578,garden,сад,İSİMLER,A2,FILE3
579,balcony,балкон,İSİMLER,A2,FILE3
580,garage,гараж,İSİMLER,A2,FILE3
581,living room,гостиная,İSİMLER,A2,FILE3
582,bedroom,спальня,İSİMLER,A2,FILE3
583,dining room,столовая,İSİMLER,A2,FILE3
584,hall,прихожая,İSİMLER,A2,FILE3
585,sofa,диван,İSİMLER,A2,FILE3
586,armchair,кресло,İSİMLER,A2,FILE3
587,shelf,полка,İSİMLER,A2,FILE3
588,cupboard,шкаф (кухонный),İSİMLER,A2,FILE3
589,wardrobe,шкаф для одежды,İSİMLER,A2,FILE3
590,mirror,зеркало,İSİMLER,A2,FILE3
591,lamp,лампа,İSİMLER,A2,FILE3
592,carpet,ковёр,İSİMLER,A2,FILE3
593,curtain,штора,İSİMLER,A2,FILE3
594,fridge,холодильник,İSİMLER,A2,FILE3
595,oven,духовка,İSİMLER,A2,FILE3
596,sink,раковина,İSİMLER,A2,FILE3
597,dishwasher,посудомоечная машина,İSİMLER,A2,FILE3
598,washing machine,стиральная машина,İSİMLER,A2,FILE3
599,neighbour,сосед,İSİMLER,A2,FILE3
600,rent,"аренда, снимать",İSİMLER,A2,FILE3
601,landlord,арендодатель,İSİMLER,A2,FILE3
602,furniture,мебель,İSİMLER,A2,FILE3
603,comfortable,удобный,SIFATLAR,A2,FILE3
604,spacious,просторный,SIFATLAR,A2,FILE3
605,noisy,шумный,SIFATLAR,A2,FILE3
606,central,центральный,SIFATLAR,A2,FILE3
607,suburb,пригород,İSİMLER,A2,FILE3
608,village,деревня,İSİMLER,A2,FILE3
609,countryside,сельская местность,İSİMLER,A2,FILE3
610,go out,выходить в свет,FİİLLER,A2,FILE4
611,stay in,оставаться дома,FİİLLER,A2,FILE4
612,hang out,тусоваться,FİİLLER,A2,FILE4
613,chat,болтать,FİİLLER,A2,FILE4
614,text,писать сообщение,FİİLLER,A2,FILE4
615,post,публиковать,FİİLLER,A2,FILE4
616,follow,"подписываться, следить",FİİLLER,A2,FILE4
617,download,скачивать,FİİLLER,A2,FILE4
618,stream,"стримить, смотреть онлайн",FİİLLER,A2,FILE4
619,exhibition,выставка,İSİMLER,A2,FILE4
620,museum,музей,İSİMLER,A2,FILE4
621,theatre,театр,İSİMLER,A2,FILE4
622,club,клуб,İSİMLER,A2,FILE4
623,pub,паб,İSİMLER,A2,FILE4
624,café,кафе,İSİMLER,A2,FILE4
625,beach,пляж,İSİMLER,A2,FILE4
626,mountain,гора,İSİMLER,A2,FILE4
627,lake,озеро,İSİMLER,A2,FILE4
628,forest,лес,İSİMLER,A2,FILE4
629,invite,приглашать,FİİLLER,A2,FILE4
630,join,присоединяться,FİİLLER,A2,FILE4
631,prefer,предпочитать,FİİLLER,A2,FILE4
632,enjoy,наслаждаться,FİİLLER,A2,FILE4
633,recommend,рекомендовать,FİİLLER,A2,FILE4
634,cancel,отменять,FİİLLER,A2,FILE4
635,queue,очередь; стоять в очереди,İSİMLER,A2,FILE4
636,online,онлайн,ZARFLAR,A2,FILE4
637,offline,офлайн,ZARFLAR,A2,FILE4
638,social media,соцсети,İSİMLER,A2,FILE4
639,profile,профиль,İSİMLER,A2,FILE4
640,username,имя пользователя,İSİMLER,A2,FILE4
641,weather,погода,İSİMLER,A2,FILE5
642,sunny,солнечно,SIFATLAR,A2,FILE5
643,cloudy,облачно,SIFATLAR,A2,FILE5
644,rainy,дождливо,SIFATLAR,A2,FILE5
645,snowy,снежно,SIFATLAR,A2,FILE5
646,windy,ветрено,SIFATLAR,A2,FILE5
647,foggy,туманно,SIFATLAR,A2,FILE5
648,hot,жаркий,SIFATLAR,A2,FILE5
649,warm,тёплый,SIFATLAR,A2,FILE5
650,cool,прохладный,SIFATLAR,A2,FILE5
651,cold,холодный,SIFATLAR,A2,FILE5
652,storm,"шторм, буря",İSİMLER,A2,FILE5
653,rain,дождь,İSİMLER,A2,FILE5
654,snow,снег,İSİMLER,A2,FILE5
655,temperature,температура,İSİMLER,A2,FILE5
656,degree,градус,İSİMLER,A2,FILE5
657,season,время года,İSİMLER,A2,FILE5
658,spring,весна,İSİMLER,A2,FILE5
659,summer,лето,İSİMLER,A2,FILE5
660,autumn,осень,İSİMLER,A2,FILE5
661,winter,зима,İSİMLER,A2,FILE5
662,forecast,прогноз,İSİMLER,A2,FILE5
663,sunglasses,солнцезащитные очки,İSİMLER,A2,FILE5
664,scarf,шарф,İSİMLER,A2,FILE5
665,gloves,перчатки,İSİMLER,A2,FILE5
666,jumper,джемпер,İSİMLER,A2,FILE5
667,suit,костюм,İSİMLER,A2,FILE5
668,tie,галстук,İSİMLER,A2,FILE5
669,trainers,кроссовки,İSİMLER,A2,FILE5
670,sandals,сандалии,İSİMLER,A2,FILE5
671,jewellery,украшения,İSİMLER,A2,FILE5
672,necklace,ожерелье,İSİMLER,A2,FILE5
673,earrings,серьги,İSİMLER,A2,FILE5
674,ring,кольцо,İSİMLER,A2,FILE5
675,fashion,мода,İSİMLER,A2,FILE5
676,size,размер,İSİMLER,A2,FILE5
677,fit,сидеть (об одежде),FİİLLER,A2,FILE5
678,try on,примерять,FİİLLER,A2,FILE5
679,appointment,"запись, встреча",İSİMLER,A2,FILE6
680,calendar,календарь,İSİMLER,A2,FILE6
681,diary,ежедневник,İSİMLER,A2,FILE6
682,plan,план,İSİMLER,A2,FILE6
683,arrangement,договорённость,İSİMLER,A2,FILE6
684,accept,принимать,FİİLLER,A2,FILE6
685,refuse,отказывать,FİİLLER,A2,FILE6
686,suggest,предлагать,FİİLLER,A2,FILE6
687,agree,соглашаться,FİİLLER,A2,FILE6
688,disagree,не соглашаться,FİİLLER,A2,FILE6
689,maybe,может быть,ZARFLAR,A2,FILE6
690,probably,вероятно,ZARFLAR,A2,FILE6
691,definitely,определённо,ZARFLAR,A2,FILE6
692,soon,скоро,ZARFLAR,A2,FILE6
693,later,позже,ZARFLAR,A2,FILE6
694,tonight,сегодня вечером,ZARFLAR,A2,FILE6
695,this weekend,в эти выходные,KALIP İFADELER,A2,FILE6
696,next week,на следующей неделе,KALIP İFADELER,A2,FILE6
697,in an hour,через час,KALIP İFADELER,A2,FILE6
698,at once,сразу,KALIP İFADELER,A2,FILE6
699,on time,вовремя,KALIP İFADELER,A2,FILE6
700,in time,вовремя (успеть),KALIP İFADELER,A2,FILE6
701,hurry,спешить,FİİLLER,A2,FILE6
702,schedule,расписание,İSİMLER,A2,FILE6
703,timetable,расписание (занятий),İSİMLER,A2,FILE6
704,deadline,срок сдачи,İSİMLER,A2,FILE6
705,story,"история, рассказ",İSİMLER,A2,FILE7
706,biography,биография,İSİMLER,A2,FILE7
707,childhood,детство,İSİMLER,A2,FILE7
708,teenager,подросток,İSİMLER,A2,FILE7
709,adult,взрослый,İSİMLER,A2,FILE7
710,born,рождённый,SIFATLAR,A2,FILE7
711,grow up,"расти, взрослеть",FİİLLER,A2,FILE7
712,graduate,заканчивать вуз,FİİLLER,A2,FILE7
713,get married,"жениться, выходить замуж",FİİLLER,A2,FILE7
714,get divorced,разводиться,FİİLLER,A2,FILE7
715,retire,уходить на пенсию,FİİLLER,A2,FILE7
716,die,умирать,FİİLLER,A2,FILE7
717,move house,переезжать,FİİLLER,A2,FILE7
718,change jobs,менять работу,FİİLLER,A2,FILE7
719,famous,знаменитый,SIFATLAR,A2,FILE7
720,successful,успешный,SIFATLAR,A2,FILE7
721,lucky,везучий,SIFATLAR,A2,FILE7
722,unlucky,неудачливый,SIFATLAR,A2,FILE7
723,event,событие,İSİMLER,A2,FILE7
724,memory,"воспоминание, память",İSİMLER,A2,FILE7
725,ago,назад,ZARFLAR,A2,FILE7
726,then,"тогда, затем",ZARFLAR,A2,FILE7
727,after that,после этого,KALIP İFADELER,A2,FILE7
728,suddenly,вдруг,ZARFLAR,A2,FILE7
729,finally,наконец,ZARFLAR,A2,FILE7
730,in the end,в итоге,KALIP İFADELER,A2,FILE7
731,once,однажды,ZARFLAR,A2,FILE7
732,twice,дважды,ZARFLAR,A2,FILE7
733,several times,несколько раз,KALIP İFADELER,A2,FILE7
734,transport,транспорт,İSİMLER,A2,FILE8
735,underground,метро,İSİMLER,A2,FILE8
736,tram,трамвай,İSİMLER,A2,FILE8
737,ferry,паром,İSİMLER,A2,FILE8
738,coach,междугородний автобус,İSİMLER,A2,FILE8
739,motorbike,мотоцикл,İSİMLER,A2,FILE8
740,scooter,скутер,İSİMLER,A2,FILE8
741,lorry,грузовик,İSİMLER,A2,FILE8
742,van,фургон,İSİMLER,A2,FILE8
743,traffic,"движение, пробки",İSİMLER,A2,FILE8
744,traffic jam,пробка,İSİMLER,A2,FILE8
745,traffic lights,светофор,İSİMLER,A2,FILE8
746,roundabout,кольцевая развязка,İSİMLER,A2,FILE8
747,motorway,автомагистраль,İSİMLER,A2,FILE8
748,petrol,бензин,İSİMLER,A2,FILE8
749,petrol station,заправка,İSİMLER,A2,FILE8
750,parking,парковка,İSİMLER,A2,FILE8
751,speed,скорость,İSİMLER,A2,FILE8
752,journey,"поездка, путь",İSİMLER,A2,FILE8
753,commute,ездить на работу,FİİLLER,A2,FILE8
754,get on,садиться (в транспорт),FİİLLER,A2,FILE8
755,get off,выходить (из транспорта),FİİLLER,A2,FILE8
756,get in,садиться (в машину),FİİLLER,A2,FILE8
757,get out,выходить (из машины),FİİLLER,A2,FILE8
758,pick up,забирать,FİİLLER,A2,FILE8
759,drop off,высаживать,FİİLLER,A2,FILE8
760,turn left,повернуть налево,KALIP İFADELER,A2,FILE8
761,turn right,повернуть направо,KALIP İFADELER,A2,FILE8
762,go straight on,идти прямо,KALIP İFADELER,A2,FILE8
763,opposite,напротив,EDATLAR / BAĞLAÇLAR,A2,FILE8
764,on the corner,на углу,KALIP İFADELER,A2,FILE8
765,directions,указания дороги,İSİMLER,A2,FILE8
766,lost,потерявшийся,SIFATLAR,A2,FILE8
767,a piece of,кусок,KALIP İFADELER,A2,FILE9
768,a bottle of,бутылка,KALIP İFADELER,A2,FILE9
769,a cup of,чашка,KALIP İFADELER,A2,FILE9
770,a glass of,стакан,KALIP İFADELER,A2,FILE9
771,a kilo of,килограмм,KALIP İFADELER,A2,FILE9
772,a packet of,пачка,KALIP İFADELER,A2,FILE9
773,a can of,банка (жестяная),KALIP İFADELER,A2,FILE9
774,much,много (неисчисл.),ZAMİRLER,A2,FILE9
775,many,много (исчисл.),ZAMİRLER,A2,FILE9
776,a lot of,много,KALIP İFADELER,A2,FILE9
777,a few,несколько,KALIP İFADELER,A2,FILE9
778,a little,немного,KALIP İFADELER,A2,FILE9
779,enough,достаточно,SIFATLAR,A2,FILE9
780,too much,слишком много,KALIP İFADELER,A2,FILE9
781,menu,меню,İSİMLER,A2,FILE9
782,starter,закуска,İSİMLER,A2,FILE9
783,main course,основное блюдо,İSİMLER,A2,FILE9
784,dessert,десерт,İSİMLER,A2,FILE9
785,bill,счёт,İSİMLER,A2,FILE9
786,tip,чаевые,İSİMLER,A2,FILE9
787,order,заказ; заказывать,İSİMLER,A2,FILE9
788,vegetarian,вегетарианец,İSİMLER,A2,FILE9
789,vegan,веган,İSİMLER,A2,FILE9
790,allergic,"аллергик, аллергический",SIFATLAR,A2,FILE9
791,delicious,вкусный,SIFATLAR,A2,FILE9
792,spicy,острый,SIFATLAR,A2,FILE9
793,sweet,сладкий,SIFATLAR,A2,FILE9
794,sour,кислый,SIFATLAR,A2,FILE9
795,bitter,горький,SIFATLAR,A2,FILE9
796,salty,солёный,SIFATLAR,A2,FILE9
797,fresh,свежий,SIFATLAR,A2,FILE9
798,frozen,замороженный,SIFATLAR,A2,FILE9
799,boil,варить,FİİLLER,A2,FILE9
800,fry,жарить,FİİLLER,A2,FILE9
801,bake,печь,FİİLLER,A2,FILE9
802,grill,"гриль, жарить на гриле",FİİLLER,A2,FILE9
803,roast,запекать,FİİLLER,A2,FILE9
804,taste,"пробовать, вкус",FİİLLER,A2,FILE9
805,future,будущее,İSİMLER,A2,FILE10
806,hope,надеяться,FİİLLER,A2,FILE10
807,expect,ожидать,FİİLLER,A2,FILE10
808,promise,обещать,FİİLLER,A2,FILE10
809,offer,предлагать,FİİLLER,A2,FILE10
810,predict,предсказывать,FİİLLER,A2,FILE10
811,will,вспомогательный глагол будущего,DİĞER KELİMELER,A2,FILE10
812,going to,собираться,KALIP İFADELER,A2,FILE10
813,might,может быть (вероятность),DİĞER KELİMELER,A2,FILE10
814,ambition,"цель, амбиция",İSİMLER,A2,FILE10
815,dream,"мечта, сон",İSİMLER,A2,FILE10
816,goal,цель,İSİMLER,A2,FILE10
817,opportunity,возможность,İSİMLER,A2,FILE10
818,decision,решение,İSİMLER,A2,FILE10
819,choice,выбор,İSİMLER,A2,FILE10
820,risk,риск,İSİMLER,A2,FILE10
821,success,успех,İSİMLER,A2,FILE10
822,failure,неудача,İSİMLER,A2,FILE10
823,improve,улучшать,FİİLLER,A2,FILE10
824,save,"копить, спасать",FİİLLER,A2,FILE10
825,spend,тратить,FİİLLER,A2,FILE10
826,waste,тратить впустую,FİİLLER,A2,FILE10
827,afford,позволять себе,FİİLLER,A2,FILE10
828,borrow,брать взаймы,FİİLLER,A2,FILE10
829,lend,давать взаймы,FİİLLER,A2,FILE10
830,owe,быть должным,FİİLLER,A2,FILE10
831,budget,бюджет,İSİMLER,A2,FILE10
832,company,компания,İSİMLER,A2,FILE11
833,business,бизнес,İSİMLER,A2,FILE11
834,product,продукт,İSİMLER,A2,FILE11
835,service,услуга,İSİMLER,A2,FILE11
836,market,рынок,İSİMLER,A2,FILE11
837,advert,реклама,İSİMLER,A2,FILE11
838,brand,бренд,İSİMLER,A2,FILE11
839,quality,качество,İSİMLER,A2,FILE11
840,discount,скидка,İSİMLER,A2,FILE11
841,sale,распродажа,İSİMLER,A2,FILE11
842,online shop,интернет-магазин,İSİMLER,A2,FILE11
843,delivery,доставка,İSİMLER,A2,FILE11
844,return,возврат,İSİMLER,A2,FILE11
845,receipt,чек,İSİMLER,A2,FILE11
846,cash,наличные,İSİMLER,A2,FILE11
847,card,карта,İSİMLER,A2,FILE11
848,cost,стоить,FİİLLER,A2,FILE11
849,charge,взимать плату,FİİLLER,A2,FILE11
850,complain,жаловаться,FİİLLER,A2,FILE11
851,replace,заменять,FİİLLER,A2,FILE11
852,repair,чинить,FİİLLER,A2,FILE11
853,broken,сломанный,SIFATLAR,A2,FILE11
854,available,доступный,SIFATLAR,A2,FILE11
855,sold out,распродано,SIFATLAR,A2,FILE11
856,in stock,в наличии,KALIP İFADELER,A2,FILE11
857,out of stock,нет в наличии,KALIP İFADELER,A2,FILE11
858,department store,универмаг,İSİMLER,A2,FILE11
859,checkout,касса,İSİMLER,A2,FILE11
860,shopping basket,корзина,İSİMLER,A2,FILE11
861,ever,когда-либо,ZARFLAR,A2,FILE12
862,already,уже,ZARFLAR,A2,FILE12
863,yet,"ещё (не), уже (в вопросе)",ZARFLAR,A2,FILE12
864,just,только что,ZARFLAR,A2,FILE12
865,recently,недавно,ZARFLAR,A2,FILE12
866,since,с (какого-то момента),EDATLAR / BAĞLAÇLAR,A2,FILE12
867,for,в течение,EDATLAR / BAĞLAÇLAR,A2,FILE12
868,experience,опыт,İSİMLER,A2,FILE12
869,have you ever,ты когда-нибудь...,KALIP İFADELER,A2,FILE12
870,been to,бывавший в,KALIP İFADELER,A2,FILE12
871,gone to,уехавший в,KALIP İFADELER,A2,FILE12
872,try,пробовать,FİİLLER,A2,FILE12
873,fail,терпеть неудачу,FİİLLER,A2,FILE12
874,succeed,преуспевать,FİİLLER,A2,FILE12
875,achieve,достигать,FİİLLER,A2,FILE12
876,discover,"открывать, обнаруживать",FİİLLER,A2,FILE12
877,invent,изобретать,FİİLLER,A2,FILE12
878,explore,исследовать,FİİLLER,A2,FILE12
879,adventure,приключение,İSİMLER,A2,FILE12
880,challenge,вызов,İSİMLER,A2,FILE12
881,skill,навык,İSİMLER,A2,FILE12
882,practice,практика,İSİMLER,A2,FILE12
883,progress,прогресс,İSİMLER,A2,FILE12
884,fluent,свободно владеющий,SIFATLAR,A2,FILE12
885,beginner,начинающий,İSİMLER,A2,FILE12
886,intermediate,средний уровень,SIFATLAR,A2,FILE12
887,advanced,продвинутый,SIFATLAR,A2,FILE12
888,native speaker,носитель языка,İSİMLER,A2,FILE12
889,accent,акцент,İSİMLER,A2,FILE12
890,pronunciation,произношение,İSİMLER,A2,FILE12
891,vocabulary,словарный запас,İSİMLER,A2,FILE12
892,grammar,грамматика,İSİMLER,A2,FILE12
893,habit,привычка,İSİMLER,B1,FILE1
894,routine,распорядок,İSİMLER,B1,FILE1
895,lifestyle,образ жизни,İSİMLER,B1,FILE1
896,work-life balance,баланс работы и жизни,İSİMLER,B1,FILE1
897,stress,стресс,İSİMLER,B1,FILE1
898,cope,справляться,FİİLLER,B1,FILE1
899,manage,"управлять, справляться",FİİLLER,B1,FILE1
900,avoid,избегать,FİİLLER,B1,FILE1
901,reduce,сокращать,FİİLLER,B1,FILE1
902,increase,увеличивать,FİİLLER,B1,FILE1
903,depend on,зависеть от,FİİLLER,B1,FILE1
904,belong to,принадлежать,FİİLLER,B1,FILE1
905,used to,раньше (делал),KALIP İFADELER,B1,FILE1
906,get used to,привыкать,KALIP İFADELER,B1,FILE1
907,nowadays,в наши дни,ZARFLAR,B1,FILE1
908,these days,в последнее время,KALIP İFADELER,B1,FILE1
909,on average,в среднем,KALIP İFADELER,B1,FILE1
910,at least,по крайней мере,KALIP İFADELER,B1,FILE1
911,in general,в целом,KALIP İFADELER,B1,FILE1
912,for instance,например,KALIP İFADELER,B1,FILE1
913,such as,такие как,EDATLAR / BAĞLAÇLAR,B1,FILE1
914,whereas,тогда как,EDATLAR / BAĞLAÇLAR,B1,FILE1
